face,hair,category,location,upper_color,lower_color
normal,Blonde,Skateboarders,West,lavender,navy_blue
fair,Brown,Military_style,West,navy_blue,white
dark,Brown,Military_style,North,white,light_blue
normal,Black,Evening_Black_Tie,West,sky_blue,dark_blue
dark,Black,Sports_Wear,South,brown,brown
dark,Brown,Rocker_Chic_Style,North,black,medium_gray
dark,Brown,Flamboyant_style,South,dark_blue,charcoal_gray
dark,Blonde,Skateboarders,South,black,dark_brown
normal,Blonde,Casual_Chic_Style,South,burnt_orange,light_blue
dark,Black,Flamboyant_style,South,green,light_blue
dark,Black,Girly_Style,East,blue,tan_brown
fair,Brown,Skateboarders,South,gold,charcoal_gray
normal,Blonde,Skateboarders,West,black,navy_blue
normal,Brown,Military_style,South,purple,khaki_brown
dark,Blonde,Retro_Fashion,South,yellow,brown
normal,Black,Military_style,South,khaki_brown,charcoal_gray
normal,Black,Formal_Office_Wear,East,green,light_gray
dark,Blonde,Formal_Office_Wear,North,tan_brown,navy_blue
normal,Brown,Streetwear_Style,North,olive_green,gold
dark,Blonde,Streetwear_Style,West,purple,tan_brown
normal,Brown,Hip_Hop_Style,South,green,light_gray
normal,Black,Casual_Chic_Style,North,brown,tan_brown
normal,Black,Sports_Wear,North,sky_blue,charcoal_gray
fair,Blonde,Formal_Office_Wear,West,dark_brown,medium_gray
fair,Blonde,Hip_Hop_Style,East,blue,medium_gray
dark,Brown,Military_style,South,sky_blue,medium_gray
fair,Black,Ethnic_fashion_style,North,violet,light_blue
normal,Black,Streetwear_Style,East,khaki_brown,light_blue
fair,Blonde,Formal_Office_Wear,North,gold,navy_blue
dark,Black,Retro_Fashion,East,light_blue,dark_brown
dark,Black,Formal_Office_Wear,West,brown,black
fair,Brown,Girly_Style,East,sky_blue,khaki_brown
normal,Black,Military_style,South,lavender,khaki_brown
fair,Brown,Retro_Fashion,South,tan_brown,brown
dark,Black,Skateboarders,West,lavender,dark_brown
dark,Blonde,Geeky_chic_Style,North,dark_blue,medium_gray
dark,Brown,Skateboarders,West,light_blue,dark_blue
normal,Black,Rocker_Chic_Style,East,violet,tan_brown
dark,Black,Rocker_Chic_Style,West,gold,black
normal,Black,Geeky_chic_Style,East,green,brown
normal,Blonde,Skateboarders,South,spring_green,light_blue
dark,Black,Geeky_chic_Style,South,dark_blue,white
fair,Blonde,Retro_Fashion,East,light_blue,light_gray
normal,Black,Evening_Black_Tie,East,charcoal_gray,dark_brown
dark,Blonde,Formal_Office_Wear,South,pink,tan_brown
dark,Blonde,Streetwear_Style,South,orange,black
normal,Brown,Skateboarders,East,navy_blue,navy_blue
dark,Brown,Evening_Black_Tie,East,maroon,navy_blue
normal,Blonde,Sports_Wear,South,violet,charcoal_gray
fair,Brown,Hip_Hop_Style,South,lavender,white
fair,Brown,Skateboarders,North,medium_gray,black
dark,Brown,Formal_Office_Wear,East,olive_green,dark_brown
normal,Black,Rocker_Chic_Style,North,white,dark_brown
fair,Blonde,Evening_Black_Tie,North,purple,light_blue
fair,Brown,Skateboarders,West,white,khaki_brown
dark,Blonde,Formal_Office_Wear,East,black,tan_brown
normal,Black,Sports_Wear,South,olive_green,dark_blue
fair,Blonde,Rocker_Chic_Style,North,light_blue,gold
fair,Black,Business_Casual,North,charcoal_gray,light_blue
fair,Blonde,Evening_Black_Tie,West,violet,navy_blue
normal,Blonde,Evening_Black_Tie,South,purple,white
dark,Brown,Business_Casual,East,burnt_orange,tan_brown
normal,Brown,Hip_Hop_Style,South,maroon,gold
fair,Black,Girly_Style,West,blue,brown
dark,Black,Skateboarders,South,maroon,dark_blue
dark,Blonde,Girly_Style,North,maroon,white
fair,Black,Formal_Office_Wear,North,sky_blue,light_gray
dark,Blonde,Skateboarders,South,burnt_orange,medium_gray
normal,Brown,Evening_Black_Tie,South,orange,navy_blue
dark,Black,Sports_Wear,East,red,light_blue
fair,Blonde,Formal_Office_Wear,North,spring_green,black
dark,Black,Skateboarders,East,red,tan_brown
normal,Blonde,Hip_Hop_Style,West,orange,light_blue
dark,Black,Skateboarders,South,black,white
dark,Blonde,Casual_Chic_Style,East,navy_blue,black
dark,Brown,Geeky_chic_Style,West,orange,dark_brown
dark,Brown,Geeky_chic_Style,North,charcoal_gray,dark_brown
normal,Blonde,Retro_Fashion,North,spring_green,khaki_brown
dark,Brown,Flamboyant_style,South,navy_blue,brown
dark,Blonde,Formal_Office_Wear,East,maroon,black
dark,Brown,Skateboarders,West,blue,khaki_brown
dark,Black,Girly_Style,East,black,dark_blue
fair,Brown,Casual_Chic_Style,North,khaki_brown,gold
dark,Black,Business_Casual,East,medium_gray,navy_blue
dark,Black,Rocker_Chic_Style,North,red,brown
dark,Brown,Casual_Chic_Style,South,navy_blue,tan_brown
dark,Brown,Ethnic_fashion_style,West,brown,black
fair,Black,Formal_Office_Wear,North,blue,brown
dark,Brown,Casual_Chic_Style,North,olive_green,gold
normal,Brown,Business_Casual,South,light_gray,charcoal_gray
normal,Brown,Evening_Black_Tie,East,dark_brown,medium_gray
normal,Blonde,Casual_Chic_Style,West,white,charcoal_gray
dark,Black,Hip_Hop_Style,East,light_blue,navy_blue
fair,Brown,Military_style,North,blue,gold
fair,Black,Rocker_Chic_Style,West,yellow,dark_brown
normal,Brown,Hip_Hop_Style,East,dark_blue,medium_gray
dark,Brown,Retro_Fashion,South,tan_brown,light_gray
normal,Black,Retro_Fashion,West,spring_green,dark_blue
dark,Brown,Ethnic_fashion_style,West,spring_green,medium_gray
normal,Brown,Casual_Chic_Style,West,white,light_gray
dark,Black,Retro_Fashion,North,red,dark_brown
fair,Blonde,Evening_Black_Tie,West,purple,khaki_brown
normal,Blonde,Streetwear_Style,North,red,khaki_brown
fair,Black,Flamboyant_style,North,white,brown
fair,Blonde,Hip_Hop_Style,West,blue,dark_brown
fair,Blonde,Hip_Hop_Style,East,olive_green,light_blue
dark,Black,Military_style,West,burnt_orange,dark_blue
normal,Brown,Skateboarders,South,dark_brown,black
dark,Blonde,Rocker_Chic_Style,West,black,medium_gray
normal,Blonde,Evening_Black_Tie,North,spring_green,brown
normal,Brown,Geeky_chic_Style,East,white,dark_blue
normal,Black,Geeky_chic_Style,East,black,black
fair,Blonde,Sports_Wear,West,purple,light_gray
dark,Black,Hip_Hop_Style,East,dark_brown,medium_gray
normal,Brown,Retro_Fashion,West,yellow,navy_blue
normal,Blonde,Skateboarders,South,khaki_brown,tan_brown
fair,Brown,Evening_Black_Tie,South,medium_gray,white
fair,Black,Casual_Chic_Style,West,white,charcoal_gray
normal,Black,Geeky_chic_Style,North,violet,light_blue
fair,Blonde,Business_Casual,South,charcoal_gray,tan_brown
normal,Blonde,Sports_Wear,East,lavender,black
fair,Black,Streetwear_Style,South,brown,black
normal,Brown,Flamboyant_style,East,lavender,medium_gray
normal,Blonde,Streetwear_Style,East,charcoal_gray,tan_brown
normal,Brown,Business_Casual,West,red,white
normal,Brown,Business_Casual,South,black,medium_gray
fair,Black,Ethnic_fashion_style,West,navy_blue,white
fair,Brown,Formal_Office_Wear,South,violet,light_blue
normal,Black,Hip_Hop_Style,North,medium_gray,dark_brown
normal,Brown,Casual_Chic_Style,East,charcoal_gray,charcoal_gray
dark,Brown,Rocker_Chic_Style,South,violet,charcoal_gray
normal,Brown,Flamboyant_style,South,charcoal_gray,medium_gray
normal,Blonde,Streetwear_Style,North,olive_green,gold
normal,Black,Flamboyant_style,West,olive_green,dark_brown
normal,Blonde,Geeky_chic_Style,West,green,dark_blue
fair,Black,Geeky_chic_Style,West,dark_brown,light_blue
fair,Blonde,Rocker_Chic_Style,North,green,medium_gray
dark,Black,Military_style,South,tan_brown,charcoal_gray
normal,Blonde,Girly_Style,North,purple,navy_blue
fair,Blonde,Girly_Style,West,purple,brown
fair,Black,Hip_Hop_Style,South,pink,navy_blue
fair,Blonde,Girly_Style,South,dark_brown,medium_gray
fair,Black,Business_Casual,South,khaki_brown,dark_brown
normal,Blonde,Hip_Hop_Style,South,maroon,dark_blue
normal,Brown,Flamboyant_style,West,burnt_orange,medium_gray
dark,Blonde,Skateboarders,West,brown,dark_brown
normal,Blonde,Retro_Fashion,South,violet,black
normal,Blonde,Evening_Black_Tie,North,white,medium_gray
fair,Black,Geeky_chic_Style,West,charcoal_gray,navy_blue
normal,Blonde,Skateboarders,East,sky_blue,navy_blue
fair,Brown,Rocker_Chic_Style,West,charcoal_gray,white
fair,Blonde,Skateboarders,South,gold,medium_gray
fair,Brown,Flamboyant_style,West,navy_blue,light_blue
normal,Brown,Girly_Style,West,gold,light_blue
fair,Brown,Hip_Hop_Style,West,black,brown
dark,Black,Hip_Hop_Style,South,light_blue,dark_brown
normal,Blonde,Sports_Wear,West,khaki_brown,charcoal_gray
normal,Blonde,Sports_Wear,East,spring_green,black
dark,Brown,Rocker_Chic_Style,South,charcoal_gray,brown
normal,Brown,Skateboarders,North,spring_green,tan_brown
fair,Brown,Streetwear_Style,East,maroon,tan_brown
dark,Black,Skateboarders,South,dark_blue,dark_brown
normal,Blonde,Ethnic_fashion_style,East,burnt_orange,medium_gray
dark,Brown,Business_Casual,South,red,charcoal_gray
fair,Brown,Military_style,West,black,navy_blue
normal,Black,Formal_Office_Wear,South,green,navy_blue
dark,Brown,Skateboarders,South,charcoal_gray,gold
normal,Blonde,Hip_Hop_Style,North,gold,tan_brown
dark,Blonde,Geeky_chic_Style,East,spring_green,tan_brown
normal,Blonde,Casual_Chic_Style,North,purple,dark_brown
dark,Brown,Girly_Style,North,khaki_brown,light_blue
normal,Brown,Casual_Chic_Style,East,gold,dark_blue
fair,Blonde,Skateboarders,East,lavender,brown
dark,Black,Military_style,West,lavender,white
fair,Brown,Hip_Hop_Style,East,black,charcoal_gray
normal,Black,Formal_Office_Wear,North,lavender,gold
normal,Blonde,Geeky_chic_Style,South,navy_blue,brown
dark,Black,Streetwear_Style,South,yellow,navy_blue
dark,Black,Military_style,North,light_blue,tan_brown
dark,Black,Flamboyant_style,North,medium_gray,navy_blue
dark,Blonde,Formal_Office_Wear,North,green,navy_blue
fair,Blonde,Business_Casual,West,light_blue,light_blue
fair,Black,Formal_Office_Wear,South,light_blue,light_blue
normal,Black,Casual_Chic_Style,East,olive_green,brown
normal,Black,Flamboyant_style,West,sky_blue,light_gray
fair,Blonde,Streetwear_Style,South,burnt_orange,medium_gray
normal,Blonde,Geeky_chic_Style,South,violet,medium_gray
dark,Brown,Rocker_Chic_Style,East,charcoal_gray,dark_blue
dark,Black,Skateboarders,South,maroon,charcoal_gray
normal,Brown,Evening_Black_Tie,West,dark_brown,medium_gray
fair,Brown,Formal_Office_Wear,West,purple,dark_blue
normal,Blonde,Casual_Chic_Style,West,dark_blue,light_blue
normal,Black,Retro_Fashion,South,gold,tan_brown
normal,Brown,Girly_Style,West,white,dark_blue
fair,Brown,Sports_Wear,North,navy_blue,medium_gray
fair,Black,Business_Casual,East,sky_blue,khaki_brown
fair,Black,Skateboarders,West,dark_blue,brown
dark,Blonde,Military_style,North,burnt_orange,brown
normal,Brown,Rocker_Chic_Style,North,purple,gold
normal,Brown,Formal_Office_Wear,East,blue,tan_brown
normal,Black,Ethnic_fashion_style,North,gold,dark_blue
fair,Blonde,Retro_Fashion,North,dark_blue,light_gray
fair,Brown,Streetwear_Style,West,sky_blue,light_gray
normal,Brown,Hip_Hop_Style,West,maroon,dark_blue
fair,Brown,Military_style,North,dark_brown,light_blue
fair,Black,Business_Casual,South,purple,light_blue
fair,Blonde,Evening_Black_Tie,North,spring_green,charcoal_gray
fair,Brown,Military_style,North,dark_brown,gold
normal,Blonde,Retro_Fashion,North,purple,gold
fair,Blonde,Rocker_Chic_Style,East,red,dark_blue
fair,Brown,Skateboarders,West,yellow,medium_gray
normal,Blonde,Flamboyant_style,East,spring_green,gold
normal,Black,Ethnic_fashion_style,West,blue,dark_brown
fair,Black,Formal_Office_Wear,East,spring_green,light_blue
fair,Brown,Girly_Style,North,light_blue,white
dark,Black,Ethnic_fashion_style,North,orange,gold
dark,Black,Retro_Fashion,North,khaki_brown,black
normal,Brown,Evening_Black_Tie,South,red,gold
dark,Black,Geeky_chic_Style,North,brown,brown
normal,Brown,Skateboarders,West,violet,tan_brown
fair,Blonde,Geeky_chic_Style,South,khaki_brown,tan_brown
fair,Black,Military_style,West,black,black
normal,Blonde,Streetwear_Style,East,blue,dark_blue
dark,Brown,Business_Casual,East,sky_blue,white
normal,Blonde,Rocker_Chic_Style,West,maroon,light_gray
normal,Black,Casual_Chic_Style,West,violet,light_blue
dark,Brown,Formal_Office_Wear,East,red,light_blue
normal,Blonde,Retro_Fashion,West,khaki_brown,charcoal_gray
normal,Black,Casual_Chic_Style,South,spring_green,charcoal_gray
fair,Black,Rocker_Chic_Style,North,pink,black
normal,Brown,Geeky_chic_Style,North,light_gray,tan_brown
normal,Black,Geeky_chic_Style,East,gold,brown
fair,Brown,Skateboarders,North,olive_green,light_gray
normal,Brown,Skateboarders,East,blue,charcoal_gray
fair,Black,Evening_Black_Tie,East,light_gray,medium_gray
fair,Blonde,Flamboyant_style,West,white,gold
dark,Blonde,Streetwear_Style,North,charcoal_gray,navy_blue
normal,Blonde,Girly_Style,North,medium_gray,black
normal,Black,Streetwear_Style,North,orange,dark_blue
dark,Blonde,Ethnic_fashion_style,West,light_gray,charcoal_gray
dark,Black,Business_Casual,South,dark_brown,dark_blue
fair,Brown,Streetwear_Style,East,light_blue,black
fair,Brown,Girly_Style,West,khaki_brown,medium_gray
dark,Blonde,Streetwear_Style,West,green,tan_brown
normal,Black,Skateboarders,North,charcoal_gray,black
dark,Black,Hip_Hop_Style,South,burnt_orange,khaki_brown
normal,Brown,Geeky_chic_Style,East,yellow,light_gray
fair,Brown,Skateboarders,South,spring_green,dark_brown
normal,Black,Girly_Style,North,pink,white
normal,Black,Business_Casual,South,pink,medium_gray
dark,Brown,Streetwear_Style,South,maroon,gold
dark,Brown,Business_Casual,East,olive_green,charcoal_gray
normal,Brown,Military_style,North,tan_brown,brown
dark,Brown,Streetwear_Style,North,orange,khaki_brown
fair,Brown,Ethnic_fashion_style,West,white,light_blue
fair,Black,Skateboarders,South,green,light_blue
dark,Brown,Retro_Fashion,North,gold,khaki_brown
normal,Brown,Flamboyant_style,West,red,light_gray
normal,Black,Military_style,South,light_gray,brown
fair,Brown,Casual_Chic_Style,West,white,brown
dark,Brown,Retro_Fashion,North,purple,light_gray
dark,Brown,Retro_Fashion,East,tan_brown,medium_gray
fair,Blonde,Rocker_Chic_Style,East,lavender,medium_gray
fair,Black,Evening_Black_Tie,North,purple,light_gray
dark,Brown,Geeky_chic_Style,North,orange,tan_brown
normal,Blonde,Sports_Wear,East,green,charcoal_gray
fair,Brown,Sports_Wear,South,blue,white
fair,Blonde,Ethnic_fashion_style,West,gold,tan_brown
dark,Black,Casual_Chic_Style,East,maroon,light_gray
dark,Black,Retro_Fashion,East,blue,dark_blue
normal,Black,Casual_Chic_Style,West,maroon,black
normal,Blonde,Formal_Office_Wear,West,pink,light_blue
dark,Blonde,Girly_Style,North,orange,light_gray
dark,Black,Sports_Wear,South,dark_brown,light_blue
fair,Blonde,Casual_Chic_Style,South,white,medium_gray
fair,Blonde,Streetwear_Style,East,tan_brown,tan_brown
dark,Black,Rocker_Chic_Style,East,red,khaki_brown
dark,Brown,Retro_Fashion,North,khaki_brown,dark_blue
dark,Blonde,Formal_Office_Wear,North,green,dark_blue
fair,Black,Flamboyant_style,South,light_blue,black
dark,Black,Ethnic_fashion_style,West,dark_blue,khaki_brown
fair,Brown,Business_Casual,East,purple,khaki_brown
dark,Brown,Casual_Chic_Style,East,yellow,black
fair,Black,Military_style,South,navy_blue,khaki_brown
dark,Black,Business_Casual,South,charcoal_gray,charcoal_gray
fair,Brown,Evening_Black_Tie,East,yellow,white
fair,Brown,Evening_Black_Tie,South,blue,light_gray
dark,Brown,Geeky_chic_Style,North,olive_green,medium_gray
fair,Brown,Hip_Hop_Style,North,maroon,light_blue
dark,Brown,Military_style,North,khaki_brown,brown
normal,Black,Evening_Black_Tie,South,violet,dark_blue
fair,Brown,Casual_Chic_Style,West,lavender,dark_brown
normal,Black,Retro_Fashion,North,sky_blue,black
dark,Blonde,Skateboarders,West,light_gray,black
normal,Black,Casual_Chic_Style,North,khaki_brown,light_blue
fair,Black,Business_Casual,East,gold,white
dark,Black,Retro_Fashion,East,brown,light_gray
dark,Black,Hip_Hop_Style,North,green,white
normal,Black,Formal_Office_Wear,South,sky_blue,dark_brown
fair,Brown,Ethnic_fashion_style,South,white,gold
fair,Blonde,Sports_Wear,West,light_blue,dark_blue
fair,Black,Girly_Style,North,green,dark_brown
fair,Blonde,Casual_Chic_Style,West,blue,tan_brown
normal,Blonde,Business_Casual,North,spring_green,light_blue
fair,Brown,Evening_Black_Tie,South,charcoal_gray,gold
normal,Black,Streetwear_Style,West,black,navy_blue
fair,Brown,Geeky_chic_Style,West,sky_blue,dark_blue
fair,Blonde,Geeky_chic_Style,East,brown,khaki_brown
dark,Blonde,Retro_Fashion,West,green,white
fair,Brown,Business_Casual,South,gold,khaki_brown
fair,Brown,Ethnic_fashion_style,East,dark_blue,navy_blue
normal,Blonde,Casual_Chic_Style,North,violet,dark_brown
fair,Blonde,Geeky_chic_Style,South,charcoal_gray,white
dark,Black,Skateboarders,East,brown,white
normal,Brown,Flamboyant_style,West,pink,navy_blue
dark,Blonde,Girly_Style,West,orange,light_blue
dark,Black,Rocker_Chic_Style,East,navy_blue,black
normal,Brown,Formal_Office_Wear,West,medium_gray,khaki_brown
fair,Black,Sports_Wear,West,brown,gold
fair,Black,Girly_Style,West,brown,black
fair,Brown,Retro_Fashion,North,blue,dark_blue
fair,Black,Business_Casual,South,white,gold
normal,Blonde,Rocker_Chic_Style,East,blue,dark_blue
dark,Black,Hip_Hop_Style,West,sky_blue,white
dark,Blonde,Girly_Style,North,brown,black
dark,Blonde,Retro_Fashion,South,blue,navy_blue
dark,Brown,Flamboyant_style,South,lavender,khaki_brown
normal,Blonde,Ethnic_fashion_style,North,yellow,charcoal_gray
normal,Blonde,Business_Casual,East,purple,khaki_brown
dark,Black,Military_style,East,navy_blue,navy_blue
fair,Brown,Girly_Style,North,blue,white
normal,Brown,Geeky_chic_Style,West,orange,white
normal,Blonde,Business_Casual,South,dark_brown,medium_gray
normal,Blonde,Military_style,East,pink,light_blue
dark,Black,Ethnic_fashion_style,South,light_gray,brown
normal,Brown,Girly_Style,West,blue,navy_blue
dark,Black,Flamboyant_style,North,dark_brown,brown
normal,Brown,Streetwear_Style,West,red,khaki_brown
fair,Blonde,Military_style,East,medium_gray,medium_gray
fair,Blonde,Skateboarders,South,medium_gray,gold
dark,Black,Ethnic_fashion_style,North,red,light_gray
normal,Black,Flamboyant_style,North,olive_green,gold
normal,Brown,Business_Casual,North,violet,dark_blue
normal,Brown,Formal_Office_Wear,West,tan_brown,light_gray
fair,Brown,Evening_Black_Tie,South,black,tan_brown
normal,Blonde,Evening_Black_Tie,North,black,light_blue
fair,Blonde,Flamboyant_style,North,olive_green,light_blue
normal,Brown,Streetwear_Style,East,tan_brown,charcoal_gray
fair,Black,Military_style,West,burnt_orange,dark_brown
normal,Black,Skateboarders,West,green,black
normal,Black,Geeky_chic_Style,West,medium_gray,brown
fair,Black,Rocker_Chic_Style,South,navy_blue,navy_blue
dark,Black,Casual_Chic_Style,South,charcoal_gray,light_gray
fair,Blonde,Rocker_Chic_Style,East,violet,black
dark,Brown,Sports_Wear,West,lavender,light_blue
dark,Brown,Casual_Chic_Style,South,charcoal_gray,black
normal,Black,Geeky_chic_Style,West,brown,gold
fair,Brown,Girly_Style,West,dark_brown,gold
normal,Blonde,Girly_Style,East,dark_blue,light_blue
normal,Blonde,Sports_Wear,South,lavender,black
fair,Brown,Girly_Style,East,yellow,black
dark,Blonde,Hip_Hop_Style,West,pink,khaki_brown
dark,Blonde,Hip_Hop_Style,East,lavender,gold
dark,Blonde,Military_style,South,light_gray,white
normal,Brown,Casual_Chic_Style,North,blue,charcoal_gray
dark,Black,Sports_Wear,West,light_gray,dark_brown
normal,Black,Ethnic_fashion_style,South,navy_blue,dark_brown
fair,Brown,Sports_Wear,West,dark_blue,white
dark,Black,Hip_Hop_Style,North,spring_green,light_gray
dark,Blonde,Ethnic_fashion_style,East,tan_brown,light_gray
fair,Black,Retro_Fashion,South,lavender,dark_brown
fair,Brown,Casual_Chic_Style,East,orange,tan_brown
dark,Black,Sports_Wear,East,lavender,light_blue
normal,Blonde,Sports_Wear,East,dark_brown,gold
normal,Brown,Business_Casual,West,yellow,dark_blue
fair,Brown,Military_style,East,light_blue,charcoal_gray
normal,Black,Geeky_chic_Style,North,maroon,white
fair,Black,Geeky_chic_Style,South,orange,brown
normal,Brown,Sports_Wear,West,blue,light_gray
normal,Brown,Military_style,North,lavender,gold
normal,Brown,Military_style,East,red,black
dark,Black,Casual_Chic_Style,West,dark_brown,khaki_brown
fair,Black,Girly_Style,North,burnt_orange,medium_gray
normal,Brown,Ethnic_fashion_style,East,black,black
normal,Brown,Skateboarders,North,khaki_brown,light_gray
dark,Brown,Hip_Hop_Style,East,green,medium_gray
dark,Blonde,Retro_Fashion,East,brown,dark_blue
normal,Blonde,Evening_Black_Tie,North,burnt_orange,white
fair,Blonde,Retro_Fashion,South,light_blue,navy_blue
dark,Blonde,Casual_Chic_Style,East,orange,dark_brown
normal,Black,Formal_Office_Wear,West,purple,navy_blue
normal,Blonde,Rocker_Chic_Style,West,tan_brown,tan_brown
dark,Brown,Flamboyant_style,West,green,khaki_brown
dark,Blonde,Business_Casual,North,lavender,light_blue
fair,Black,Evening_Black_Tie,East,olive_green,charcoal_gray
fair,Blonde,Rocker_Chic_Style,West,medium_gray,light_gray
fair,Black,Business_Casual,North,red,charcoal_gray
fair,Black,Girly_Style,East,gold,dark_brown
normal,Black,Geeky_chic_Style,East,spring_green,white
fair,Black,Evening_Black_Tie,South,pink,gold
normal,Black,Formal_Office_Wear,East,green,medium_gray
dark,Blonde,Military_style,East,light_gray,dark_brown
dark,Black,Rocker_Chic_Style,South,light_gray,navy_blue
dark,Blonde,Geeky_chic_Style,North,tan_brown,gold
fair,Black,Sports_Wear,North,white,khaki_brown
fair,Brown,Retro_Fashion,East,khaki_brown,light_gray
fair,Blonde,Rocker_Chic_Style,North,dark_brown,tan_brown
normal,Black,Geeky_chic_Style,South,light_gray,tan_brown
dark,Black,Rocker_Chic_Style,North,yellow,medium_gray
dark,Black,Flamboyant_style,South,red,khaki_brown
dark,Brown,Formal_Office_Wear,North,khaki_brown,light_gray
normal,Black,Ethnic_fashion_style,North,charcoal_gray,dark_brown
fair,Black,Military_style,South,white,black
normal,Black,Formal_Office_Wear,South,burnt_orange,navy_blue
normal,Brown,Formal_Office_Wear,North,medium_gray,light_blue
dark,Brown,Streetwear_Style,South,maroon,light_blue
normal,Blonde,Sports_Wear,North,black,dark_blue
normal,Blonde,Streetwear_Style,West,blue,dark_brown
dark,Black,Evening_Black_Tie,East,white,khaki_brown
dark,Blonde,Geeky_chic_Style,North,orange,dark_brown
dark,Brown,Hip_Hop_Style,East,yellow,charcoal_gray
normal,Blonde,Casual_Chic_Style,West,khaki_brown,tan_brown
fair,Brown,Casual_Chic_Style,East,light_gray,brown
dark,Blonde,Skateboarders,South,medium_gray,charcoal_gray
fair,Blonde,Evening_Black_Tie,East,tan_brown,dark_blue
dark,Blonde,Business_Casual,East,light_blue,dark_brown
fair,Black,Military_style,South,olive_green,light_blue
fair,Black,Hip_Hop_Style,North,light_blue,brown
dark,Brown,Girly_Style,West,green,white
normal,Blonde,Military_style,North,yellow,light_gray
dark,Brown,Formal_Office_Wear,West,blue,black
dark,Brown,Casual_Chic_Style,West,dark_brown,dark_blue
dark,Blonde,Ethnic_fashion_style,North,yellow,dark_brown
dark,Blonde,Business_Casual,South,tan_brown,light_gray
fair,Blonde,Military_style,East,yellow,navy_blue
dark,Brown,Flamboyant_style,West,violet,tan_brown
normal,Brown,Ethnic_fashion_style,East,black,gold
fair,Brown,Military_style,North,blue,navy_blue
fair,Blonde,Retro_Fashion,West,purple,white
dark,Black,Rocker_Chic_Style,South,brown,light_gray
fair,Blonde,Girly_Style,North,maroon,medium_gray
dark,Blonde,Streetwear_Style,East,violet,charcoal_gray
normal,Black,Business_Casual,North,dark_brown,white
normal,Brown,Geeky_chic_Style,South,violet,navy_blue
normal,Blonde,Flamboyant_style,West,brown,khaki_brown
fair,Brown,Skateboarders,East,navy_blue,black
normal,Blonde,Evening_Black_Tie,East,tan_brown,light_gray
fair,Brown,Rocker_Chic_Style,East,black,white
dark,Black,Rocker_Chic_Style,South,orange,tan_brown
normal,Blonde,Hip_Hop_Style,North,dark_blue,black
fair,Brown,Retro_Fashion,South,lavender,tan_brown
normal,Black,Flamboyant_style,North,medium_gray,tan_brown
dark,Black,Flamboyant_style,South,navy_blue,navy_blue
dark,Black,Girly_Style,South,light_blue,gold
fair,Black,Business_Casual,West,spring_green,dark_brown
dark,Black,Rocker_Chic_Style,South,blue,navy_blue
dark,Blonde,Streetwear_Style,South,dark_brown,dark_blue
normal,Blonde,Casual_Chic_Style,West,dark_brown,brown
normal,Brown,Evening_Black_Tie,South,olive_green,light_blue
normal,Black,Sports_Wear,North,dark_brown,medium_gray
normal,Blonde,Rocker_Chic_Style,East,burnt_orange,light_blue
dark,Black,Rocker_Chic_Style,East,charcoal_gray,dark_brown
normal,Brown,Business_Casual,South,lavender,light_blue
fair,Brown,Streetwear_Style,South,orange,medium_gray
fair,Blonde,Flamboyant_style,West,orange,navy_blue
fair,Blonde,Flamboyant_style,South,spring_green,light_blue
dark,Black,Casual_Chic_Style,North,maroon,khaki_brown
fair,Blonde,Girly_Style,South,navy_blue,tan_brown
normal,Brown,Geeky_chic_Style,West,brown,tan_brown
fair,Black,Formal_Office_Wear,South,lavender,black
dark,Black,Hip_Hop_Style,South,khaki_brown,dark_brown
normal,Brown,Military_style,South,violet,black
fair,Blonde,Streetwear_Style,South,gold,dark_brown
fair,Brown,Sports_Wear,North,dark_blue,brown
fair,Brown,Geeky_chic_Style,West,maroon,dark_blue
normal,Brown,Hip_Hop_Style,South,charcoal_gray,brown
dark,Blonde,Hip_Hop_Style,North,black,light_blue
fair,Black,Retro_Fashion,West,white,charcoal_gray
dark,Brown,Formal_Office_Wear,East,red,dark_brown
normal,Blonde,Business_Casual,West,violet,charcoal_gray
dark,Brown,Geeky_chic_Style,East,light_blue,gold
fair,Blonde,Sports_Wear,East,light_gray,gold
fair,Blonde,Military_style,South,white,medium_gray
fair,Brown,Rocker_Chic_Style,South,tan_brown,tan_brown
dark,Brown,Geeky_chic_Style,North,light_blue,navy_blue
normal,Black,Girly_Style,North,sky_blue,light_blue
normal,Blonde,Formal_Office_Wear,East,blue,dark_blue
fair,Brown,Evening_Black_Tie,East,black,light_gray
fair,Blonde,Hip_Hop_Style,West,light_blue,dark_brown
normal,Blonde,Streetwear_Style,South,spring_green,brown
fair,Black,Sports_Wear,West,brown,tan_brown
dark,Blonde,Casual_Chic_Style,West,sky_blue,black
fair,Black,Formal_Office_Wear,West,spring_green,light_blue
dark,Blonde,Hip_Hop_Style,West,black,dark_blue
normal,Blonde,Hip_Hop_Style,North,brown,light_gray
fair,Brown,Flamboyant_style,North,dark_brown,dark_brown
normal,Brown,Girly_Style,South,sky_blue,dark_brown
fair,Black,Retro_Fashion,South,dark_brown,charcoal_gray
normal,Black,Retro_Fashion,East,charcoal_gray,charcoal_gray
dark,Blonde,Skateboarders,East,gold,navy_blue
fair,Black,Sports_Wear,North,lavender,black
fair,Blonde,Ethnic_fashion_style,East,navy_blue,gold
fair,Black,Sports_Wear,West,brown,light_gray
normal,Brown,Girly_Style,East,tan_brown,charcoal_gray
dark,Blonde,Flamboyant_style,North,navy_blue,charcoal_gray
